sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:0018961061B2,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-01-27T15:11:51.724+0100,21.16447266,42.6592344,64.79
2017-01-27T15:11:52.881+0100,21.16447301,42.65923424,69.14
2017-01-27T15:11:54.071+0100,21.16447279,42.65923429,67.09
2017-01-27T15:11:55.219+0100,21.16447304,42.6592342,69.73
2017-01-27T15:11:56.425+0100,21.16447168,42.65923157,69.14
2017-01-27T15:11:57.556+0100,21.16447486,42.65922252,73.03
2017-01-27T15:11:58.716+0100,21.16446677,42.65921868,67.97
2017-01-27T15:11:59.857+0100,21.16445527,42.65921084,68.26
2017-01-27T15:12:01.079+0100,21.16444545,42.65920716,67.38
2017-01-27T15:12:02.224+0100,21.16443483,42.65920955,65.36
2017-01-27T15:12:03.375+0100,21.16442243,42.65920979,65.07
2017-01-27T15:12:04.532+0100,21.16440673,42.65921343,64.5
2017-01-27T15:12:05.716+0100,21.16438839,42.65921866,61.97
2017-01-27T15:12:06.894+0100,21.16436304,42.65921407,64.5
2017-01-27T15:12:08.036+0100,21.1643512,42.65921343,66.8
2017-01-27T15:12:09.254+0100,21.1643389,42.65921535,68.55
2017-01-27T15:12:10.393+0100,21.16432305,42.65921527,68.85
2017-01-27T15:12:11.567+0100,21.16431003,42.65921968,69.14
2017-01-27T15:12:12.731+0100,21.16429525,42.65922064,66.51
2017-01-27T15:12:13.888+0100,21.16426672,42.65922743,63.09
2017-01-27T15:12:15.044+0100,21.16426256,42.65922925,64.22
2017-01-27T15:12:16.261+0100,21.16424641,42.65923663,65.36
2017-01-27T15:12:17.387+0100,21.16423728,42.65923853,60.04
2017-01-27T15:12:18.561+0100,21.16422421,42.65923746,58.42
2017-01-27T15:12:19.716+0100,21.16421205,42.65923269,63.65
2017-01-27T15:12:20.917+0100,21.16419005,42.65923076,63.65
2017-01-27T15:12:22.071+0100,21.16418197,42.65922654,57.88
2017-01-27T15:12:23.252+0100,21.16416381,42.65922704,61.14
2017-01-27T15:12:24.433+0100,21.16414887,42.65922886,62.25
2017-01-27T15:12:25.552+0100,21.16413225,42.65923409,63.09
2017-01-27T15:12:26.728+0100,21.16412086,42.65923457,66.51
2017-01-27T15:12:27.876+0100,21.16409069,42.65924431,67.67
2017-01-27T15:12:29.027+0100,21.16408286,42.65924415,70.33
2017-01-27T15:12:30.231+0100,21.16406963,42.65924451,72.13
2017-01-27T15:12:31.387+0100,21.16405994,42.6592522,71.82
2017-01-27T15:12:32.542+0100,21.16404398,42.65925762,73.34
2017-01-27T15:12:33.722+0100,21.16402963,42.65925758,71.52
2017-01-27T15:12:34.922+0100,21.16399661,42.65925937,67.97
2017-01-27T15:12:36.101+0100,21.16397839,42.65926409,67.67
2017-01-27T15:12:37.259+0100,21.16395786,42.65926667,72.43
2017-01-27T15:12:38.378+0100,21.16394395,42.65926723,69.44
2017-01-27T15:12:39.548+0100,21.16392182,42.65926229,72.13
2017-01-27T15:12:40.756+0100,21.16390614,42.65927718,70.03
2017-01-27T15:12:41.851+0100,21.16389278,42.65928087,72.43
2017-01-27T15:12:43.047+0100,21.16386733,42.65928378,75.18
2017-01-27T15:12:44.196+0100,21.16385086,42.65929051,77.04
2017-01-27T15:12:45.391+0100,21.16383668,42.65928816,75.48
2017-01-27T15:12:46.518+0100,21.16382404,42.65928639,77.97
2017-01-27T15:12:47.723+0100,21.16381338,42.65929402,83.07
2017-01-27T15:12:48.886+0100,21.16377957,42.6593,82.1
2017-01-27T15:12:50.047+0100,21.16377554,42.65930059,77.04
2017-01-27T15:12:51.246+0100,21.16376686,42.65929487,72.43
2017-01-27T15:12:52.387+0100,21.1637574,42.65929219,74.25
2017-01-27T15:12:53.564+0100,21.16374614,42.65928672,74.56
2017-01-27T15:12:54.732+0100,21.16373344,42.65928853,74.87
2017-01-27T15:12:55.853+0100,21.16372538,42.65928506,78.6
2017-01-27T15:12:57.068+0100,21.16372602,42.65929026,79.55
2017-01-27T15:12:58.242+0100,21.16371623,42.65930338,76.41
2017-01-27T15:12:59.386+0100,21.16370271,42.65930965,76.72
2017-01-27T15:13:00.539+0100,21.16367724,42.6593073,77.35
2017-01-27T15:13:01.726+0100,21.16366077,42.65930491,73.95
2017-01-27T15:13:02.902+0100,21.1636316,42.65932083,72.73
2017-01-27T15:13:04.046+0100,21.16362275,42.65933449,73.64
2017-01-27T15:13:05.232+0100,21.16360956,42.65933876,70.92
2017-01-27T15:13:06.430+0100,21.16358472,42.6593455,71.52
2017-01-27T15:13:07.544+0100,21.16356936,42.65934497,69.14
2017-01-27T15:13:08.713+0100,21.16354768,42.65934887,70.33
2017-01-27T15:13:09.863+0100,21.16351966,42.65935557,67.38
2017-01-27T15:13:11.052+0100,21.16350619,42.65935679,66.8
2017-01-27T15:13:12.243+0100,21.16349662,42.65936198,66.8
2017-01-27T15:13:13.373+0100,21.16348248,42.65936313,68.85
2017-01-27T15:13:14.532+0100,21.16346118,42.65936709,71.82
2017-01-27T15:13:15.737+0100,21.1634544,42.65937271,71.22
2017-01-27T15:13:16.858+0100,21.16342921,42.65938258,70.92
2017-01-27T15:13:18.068+0100,21.16341547,42.65938472,73.34
